Incident_ID,Date,User,Threat_Type,Severity,Status,Country,Device,Source,Response_Time_Minutes
8289,2025-03-01,user68,Phishing,Medium,Escalated,India,Server,Identity Provider,517
8290,2025-01-14,user356,Insider Threat,Medium,Open,UK,Cloud VM,Identity Provider,600
8291,2025-02-19,user322,Brute Force,Low,Open,UAE,Desktop,Firewall,158
8292,2025-02-01,user245,Insider Threat,Low,Escalated,UAE,Desktop,Endpoint,393
8293,2025-11-03,user217,Data Exfiltration,Critical,Closed,Canada,Cloud VM,Firewall,539
8294,2025-12-23,user492,Data Exfiltration,Critical,Open,Australia,Laptop,Email,546
8295,2025-07-10,user404,Insider Threat,High,Open,Canada,Mobile,Firewall,74
8296,2025-08-12,user460,Brute Force,High,Closed,USA,Desktop,SIEM,71
8297,2026-01-04,user309,Insider Threat,Low,Open,UAE,Laptop,Web Gateway,434
8298,2025-08-29,user31,Data Exfiltration,Medium,Escalated,UK,Laptop,Email,452
8299,2025-05-11,user278,Insider Threat,Critical,Escalated,USA,Desktop,Endpoint,142
8300,2025-12-07,user167,Malware,High,Escalated,Germany,Server,Web Gateway,97
8301,2025-04-27,user10,Phishing,Low,Closed,Singapore,Desktop,Firewall,662
8302,2025-07-20,user291,Malware,Medium,Closed,Japan,Desktop,Email,356
8303,2025-10-12,user404,Malware,Critical,Escalated,Singapore,Desktop,Firewall,8
8304,2025-05-24,user473,Data Exfiltration,Medium,Open,USA,Laptop,SIEM,707
8305,2025-12-26,user34,Insider Threat,High,Open,Singapore,Laptop,Web Gateway,632
8306,2025-04-14,user367,Ransomware,Medium,Escalated,Australia,Desktop,SIEM,399
8307,2026-02-01,user58,DDoS,Medium,Open,Netherlands,Laptop,Web Gateway,496
8308,2025-10-14,user186,Phishing,Critical,Escalated,Canada,Desktop,SIEM,666
8309,2025-02-08,user91,Insider Threat,Low,Closed,Singapore,Laptop,Web Gateway,622
8310,2025-12-13,user41,Ransomware,Low,Investigating,UK,Laptop,Endpoint,87
8311,2026-02-11,user335,Credential Attack,High,Closed,Netherlands,Mobile,Endpoint,22
8312,2025-01-24,user350,Data Exfiltration,Low,Closed,UK,Cloud VM,Web Gateway,459
8313,2025-11-05,user401,Insider Threat,Critical,Closed,UAE,Mobile,Firewall,451
8314,2026-01-15,user381,DDoS,Medium,Open,Netherlands,Cloud VM,Firewall,383
8315,2025-03-12,user17,Brute Force,Low,Investigating,Japan,Server,Identity Provider,11
8316,2025-04-09,user254,Data Exfiltration,Low,Investigating,USA,Desktop,Endpoint,28
8317,2025-10-31,user263,DDoS,High,Investigating,UK,Desktop,Firewall,336
8318,2025-05-29,user491,DDoS,High,Closed,Netherlands,Server,Email,270
8319,2025-02-16,user458,Credential Attack,High,Closed,UK,Server,Firewall,545
8320,2026-02-01,user221,Malware,Low,Closed,Germany,Laptop,Firewall,442
8321,2025-02-20,user414,Credential Attack,Low,Open,Germany,Mobile,Endpoint,216
8322,2025-12-23,user445,Data Exfiltration,Medium,Open,Netherlands,Desktop,Identity Provider,132
8323,2025-04-19,user380,Insider Threat,High,Closed,UK,Laptop,Email,83
8324,2025-02-23,user265,Phishing,Critical,Closed,India,Cloud VM,SIEM,603
8325,2025-10-19,user110,Credential Attack,Low,Open,Germany,Cloud VM,Identity Provider,624
8326,2025-02-12,user323,Data Exfiltration,High,Open,UK,Laptop,Web Gateway,161
8327,2025-10-15,user289,Data Exfiltration,Medium,Open,Netherlands,Laptop,Firewall,246
8328,2025-04-15,user392,Insider Threat,Critical,Escalated,UK,Cloud VM,Endpoint,383
8329,2025-09-16,user368,Phishing,Medium,Escalated,UAE,Cloud VM,SIEM,517
8330,2025-01-19,user235,Data Exfiltration,Medium,Open,UK,Server,Firewall,433
8331,2025-05-14,user140,Ransomware,Critical,Investigating,Japan,Cloud VM,Identity Provider,653
8332,2026-01-05,user196,DDoS,Medium,Open,Japan,Desktop,Identity Provider,488
8333,2025-01-15,user451,Ransomware,Medium,Escalated,Australia,Server,Endpoint,161
8334,2025-11-24,user135,Phishing,Low,Escalated,Singapore,Cloud VM,Web Gateway,568
8335,2026-02-02,user436,Credential Attack,High,Closed,Japan,Laptop,Firewall,642
8336,2025-07-20,user183,Data Exfiltration,Medium,Open,Canada,Laptop,Endpoint,282
8337,2025-10-03,user436,DDoS,High,Investigating,Australia,Desktop,SIEM,470
8338,2025-10-18,user419,Credential Attack,Medium,Closed,Singapore,Desktop,Endpoint,271
8339,2025-06-26,user350,Brute Force,Low,Open,USA,Mobile,Firewall,612
8340,2025-07-13,user209,Malware,Critical,Investigating,Canada,Mobile,SIEM,387
8341,2025-09-23,user342,DDoS,Critical,Open,Netherlands,Cloud VM,Identity Provider,363
8342,2025-08-29,user63,Phishing,Medium,Escalated,USA,Laptop,Firewall,19
8343,2025-04-01,user86,Credential Attack,High,Investigating,Japan,Mobile,Email,391
8344,2025-06-29,user267,Insider Threat,High,Closed,UK,Cloud VM,Firewall,28
8345,2025-11-01,user344,DDoS,Low,Escalated,India,Server,Web Gateway,531
8346,2026-02-20,user148,Data Exfiltration,High,Open,Netherlands,Laptop,SIEM,296
8347,2025-06-15,user226,Insider Threat,Medium,Closed,Singapore,Desktop,SIEM,617
8348,2025-12-24,user348,Phishing,Medium,Escalated,Germany,Laptop,Endpoint,439
8349,2025-07-01,user495,Phishing,Medium,Investigating,Singapore,Mobile,Firewall,225
8350,2025-04-10,user153,Phishing,Medium,Escalated,India,Server,Firewall,350
8351,2026-02-09,user16,Malware,Medium,Closed,Germany,Desktop,Firewall,237
8352,2026-01-18,user46,Brute Force,High,Escalated,Canada,Cloud VM,SIEM,717
8353,2025-04-25,user50,Insider Threat,Low,Investigating,India,Desktop,SIEM,132
8354,2025-12-14,user25,Malware,Low,Investigating,UK,Mobile,Endpoint,178
8355,2025-04-17,user471,Malware,Low,Investigating,UAE,Mobile,Web Gateway,709
8356,2025-10-08,user145,Data Exfiltration,Low,Open,Australia,Server,Endpoint,23
8357,2026-01-19,user357,Malware,Low,Escalated,Singapore,Cloud VM,Endpoint,486
8358,2025-03-26,user205,Credential Attack,High,Open,USA,Cloud VM,Web Gateway,99
8359,2025-05-25,user290,Brute Force,High,Escalated,Canada,Laptop,Web Gateway,81
8360,2026-02-25,user258,Ransomware,Medium,Investigating,USA,Desktop,Email,609
8361,2025-05-19,user270,Ransomware,High,Closed,UAE,Mobile,Identity Provider,229
8362,2025-05-19,user108,DDoS,Medium,Investigating,UAE,Laptop,Web Gateway,714
8363,2026-02-17,user271,Data Exfiltration,Medium,Closed,Australia,Server,SIEM,241
8364,2025-08-27,user147,Insider Threat,Medium,Investigating,UAE,Desktop,SIEM,275
8365,2025-12-12,user381,Brute Force,Medium,Closed,USA,Cloud VM,Web Gateway,31
8366,2025-08-15,user38,Ransomware,Low,Escalated,UAE,Cloud VM,Email,705
8367,2025-03-16,user371,Malware,Low,Investigating,UK,Desktop,SIEM,256
8368,2025-10-29,user350,Brute Force,Medium,Open,Canada,Laptop,Firewall,349
8369,2025-10-04,user274,Data Exfiltration,Low,Escalated,Canada,Desktop,Endpoint,254
8370,2025-07-08,user289,Phishing,Medium,Closed,Netherlands,Mobile,SIEM,333
8371,2026-01-23,user174,DDoS,High,Investigating,India,Laptop,Firewall,158
8372,2025-02-04,user413,Phishing,Critical,Escalated,Japan,Cloud VM,Web Gateway,346
8373,2025-08-24,user209,Phishing,Low,Escalated,Singapore,Mobile,Identity Provider,457
8374,2025-10-21,user105,Ransomware,Medium,Closed,Singapore,Laptop,Identity Provider,510
8375,2025-10-25,user266,Phishing,High,Escalated,Netherlands,Cloud VM,Identity Provider,192
8376,2026-02-21,user9,Brute Force,Medium,Closed,Germany,Cloud VM,Email,18
8377,2025-02-25,user464,Credential Attack,Medium,Closed,Canada,Laptop,Web Gateway,200
8378,2025-02-11,user313,Insider Threat,High,Closed,Singapore,Server,SIEM,498
8379,2025-05-27,user448,DDoS,Critical,Escalated,Germany,Desktop,Endpoint,664
8380,2026-01-12,user169,Phishing,Medium,Escalated,UAE,Cloud VM,Web Gateway,681
8381,2025-05-28,user257,Phishing,High,Investigating,Japan,Server,Firewall,495
8382,2025-05-27,user93,Phishing,Low,Closed,Germany,Server,Endpoint,682
8383,2025-08-20,user444,Malware,Critical,Closed,Canada,Desktop,Identity Provider,520
8384,2025-12-04,user264,Phishing,High,Closed,UAE,Desktop,Identity Provider,284
8385,2025-11-08,user81,DDoS,High,Escalated,Japan,Mobile,Firewall,508
8386,2025-04-25,user271,Insider Threat,Low,Escalated,Australia,Laptop,Endpoint,159
8387,2025-01-07,user249,Ransomware,Low,Investigating,Japan,Cloud VM,Identity Provider,53
8388,2025-06-18,user197,Phishing,Low,Closed,UK,Server,SIEM,672
8389,2025-01-19,user119,Ransomware,Medium,Open,Germany,Desktop,SIEM,552
8390,2025-01-09,user31,Data Exfiltration,Medium,Open,Japan,Mobile,Firewall,156
8391,2025-10-21,user421,Credential Attack,Medium,Investigating,Australia,Server,Email,454
8392,2025-11-18,user301,Credential Attack,Low,Open,India,Cloud VM,Endpoint,678
8393,2025-03-07,user411,DDoS,Low,Open,Germany,Laptop,Identity Provider,397
8394,2025-02-21,user1,Insider Threat,Low,Escalated,India,Server,Email,597
8395,2025-04-07,user209,DDoS,Low,Escalated,Canada,Laptop,Firewall,116
8396,2025-03-05,user261,Ransomware,Low,Investigating,USA,Desktop,Identity Provider,174
8397,2026-01-17,user376,Insider Threat,Low,Open,UK,Desktop,Endpoint,204
8398,2026-01-14,user81,Malware,Low,Closed,Netherlands,Server,Web Gateway,128
8399,2025-05-25,user96,Brute Force,Low,Open,UK,Desktop,Email,280
8400,2026-02-05,user480,Malware,Medium,Open,India,Laptop,Web Gateway,599
8401,2025-06-23,user115,Ransomware,Critical,Open,Australia,Cloud VM,SIEM,519
8402,2025-11-25,user153,Ransomware,High,Open,Canada,Desktop,Identity Provider,336
8403,2025-03-03,user365,DDoS,Medium,Open,Japan,Cloud VM,SIEM,625
8404,2026-02-08,user276,Malware,Medium,Closed,India,Laptop,Web Gateway,676
8405,2026-01-18,user437,Malware,Low,Investigating,Germany,Laptop,SIEM,712
8406,2025-08-17,user27,Malware,Medium,Open,India,Server,Identity Provider,578
8407,2025-09-25,user71,Phishing,Medium,Investigating,Singapore,Desktop,Identity Provider,645
8408,2025-01-16,user323,Phishing,Medium,Closed,UK,Mobile,Endpoint,448
8409,2026-01-28,user189,Ransomware,Medium,Closed,Japan,Mobile,Endpoint,387
8410,2025-11-23,user374,Ransomware,Low,Investigating,Singapore,Server,SIEM,709
8411,2026-01-10,user238,Malware,High,Escalated,UAE,Laptop,Endpoint,480
8412,2026-02-23,user414,DDoS,High,Open,USA,Desktop,Email,361
8413,2025-10-23,user231,Ransomware,Low,Closed,Germany,Desktop,Firewall,650
8414,2025-10-26,user233,Phishing,Medium,Closed,India,Mobile,Web Gateway,440
8415,2025-10-08,user261,Brute Force,Critical,Escalated,USA,Cloud VM,Endpoint,67
8416,2025-12-31,user345,Ransomware,High,Closed,Netherlands,Server,Firewall,51
8417,2025-05-18,user8,Ransomware,Medium,Open,Singapore,Mobile,Web Gateway,677
8418,2025-05-11,user164,Phishing,Low,Escalated,UK,Desktop,Firewall,558
8419,2025-05-15,user266,Malware,Medium,Open,Singapore,Laptop,Firewall,345
8420,2025-11-27,user384,Ransomware,High,Open,Canada,Mobile,Email,354
8421,2025-12-06,user381,Data Exfiltration,Low,Escalated,USA,Mobile,Endpoint,600
8422,2025-03-05,user88,Data Exfiltration,Medium,Open,Australia,Desktop,Endpoint,282
8423,2025-07-03,user116,Credential Attack,Medium,Closed,India,Cloud VM,Identity Provider,146
8424,2025-08-02,user308,Brute Force,Medium,Closed,Germany,Laptop,Email,185
8425,2026-01-29,user483,Phishing,Medium,Closed,India,Server,SIEM,269
8426,2025-06-23,user315,Phishing,Critical,Investigating,Canada,Laptop,Firewall,555
8427,2026-02-18,user184,Data Exfiltration,Medium,Investigating,USA,Cloud VM,SIEM,268
8428,2025-12-24,user125,Insider Threat,Critical,Investigating,Canada,Server,Identity Provider,581
8429,2026-01-10,user455,Ransomware,High,Open,Japan,Server,Firewall,332
8430,2025-07-07,user139,Malware,Low,Closed,USA,Laptop,SIEM,718
8431,2025-10-20,user437,DDoS,Critical,Investigating,Canada,Desktop,Endpoint,530
8432,2025-05-02,user73,Insider Threat,Medium,Escalated,Canada,Desktop,SIEM,619
8433,2025-07-30,user380,Credential Attack,Low,Investigating,Japan,Server,Identity Provider,354
8434,2025-01-12,user291,DDoS,Critical,Escalated,Canada,Laptop,SIEM,206
8435,2025-10-07,user284,Ransomware,Medium,Open,India,Server,Identity Provider,582
8436,2026-01-24,user83,Insider Threat,Low,Open,USA,Cloud VM,Web Gateway,294
8437,2025-07-15,user82,Credential Attack,Critical,Open,Singapore,Mobile,Firewall,382
8438,2025-07-19,user115,Data Exfiltration,High,Open,India,Server,Identity Provider,202
8439,2025-04-14,user164,Phishing,Low,Escalated,Canada,Laptop,SIEM,687
8440,2025-11-19,user187,Insider Threat,High,Investigating,USA,Server,SIEM,458
8441,2025-04-18,user175,Ransomware,Medium,Closed,Japan,Mobile,Endpoint,382
8442,2026-01-22,user243,Brute Force,Low,Open,Singapore,Laptop,SIEM,377
8443,2025-08-02,user352,Data Exfiltration,High,Escalated,Singapore,Server,Email,411
8444,2025-04-19,user125,Data Exfiltration,Medium,Escalated,USA,Mobile,Email,91
8445,2025-01-29,user217,Data Exfiltration,Medium,Escalated,Japan,Desktop,Web Gateway,193
8446,2025-05-24,user457,Data Exfiltration,Critical,Closed,Canada,Server,Endpoint,438
8447,2025-11-04,user470,Ransomware,Medium,Investigating,USA,Server,SIEM,195
8448,2026-01-01,user270,Credential Attack,Critical,Investigating,UAE,Mobile,Identity Provider,301
8449,2025-02-05,user256,Credential Attack,Low,Closed,Singapore,Laptop,Email,59
8450,2025-08-29,user486,Data Exfiltration,Medium,Open,Australia,Desktop,Firewall,347
8451,2025-01-19,user105,Insider Threat,Critical,Open,Singapore,Server,Firewall,630
8452,2026-01-05,user454,Phishing,Medium,Escalated,USA,Cloud VM,Firewall,396
8453,2025-06-04,user284,Brute Force,Medium,Investigating,UAE,Mobile,Firewall,444
8454,2026-02-14,user429,Phishing,Low,Escalated,Germany,Desktop,Firewall,138
8455,2025-10-03,user400,Data Exfiltration,Medium,Closed,UAE,Laptop,Web Gateway,647
8456,2025-03-14,user45,Brute Force,Low,Escalated,Australia,Mobile,SIEM,473
8457,2025-04-29,user311,Phishing,Medium,Open,UAE,Desktop,SIEM,701
8458,2025-09-11,user388,Ransomware,Critical,Closed,Singapore,Server,Identity Provider,461
8459,2025-07-31,user39,DDoS,Medium,Escalated,Singapore,Server,Identity Provider,485
8460,2025-11-18,user61,Data Exfiltration,Low,Closed,UK,Mobile,Email,680
8461,2026-01-15,user495,Ransomware,High,Investigating,Japan,Server,Firewall,464
8462,2025-03-31,user137,DDoS,Medium,Open,UAE,Mobile,Firewall,555
8463,2026-01-03,user466,Ransomware,Medium,Investigating,Netherlands,Laptop,Email,597
8464,2025-11-01,user464,Insider Threat,Critical,Escalated,Netherlands,Laptop,Web Gateway,255
8465,2025-04-15,user266,Phishing,Medium,Open,Germany,Desktop,Identity Provider,123
8466,2025-06-29,user202,Data Exfiltration,Critical,Open,Australia,Desktop,Endpoint,667
8467,2025-12-09,user21,Insider Threat,Low,Closed,Netherlands,Mobile,Email,411
8468,2025-10-19,user207,Ransomware,Low,Investigating,Singapore,Cloud VM,Email,70
8469,2025-01-22,user432,Credential Attack,Low,Escalated,Australia,Cloud VM,SIEM,223
8470,2025-10-12,user355,Phishing,Critical,Open,Canada,Server,Email,403
8471,2025-02-08,user203,Data Exfiltration,Medium,Open,Germany,Laptop,SIEM,210
8472,2025-06-17,user146,Insider Threat,Low,Escalated,USA,Laptop,Firewall,532
8473,2026-02-07,user11,Phishing,Low,Escalated,Canada,Cloud VM,Web Gateway,501
8474,2025-07-04,user272,DDoS,High,Open,UK,Server,Web Gateway,254
8475,2025-09-14,user236,Malware,High,Closed,UAE,Cloud VM,Identity Provider,240
8476,2025-06-23,user343,DDoS,High,Investigating,Canada,Server,Web Gateway,637
8477,2025-01-12,user176,Brute Force,Critical,Closed,India,Laptop,Web Gateway,619
8478,2025-06-15,user68,Data Exfiltration,Low,Investigating,Australia,Mobile,Identity Provider,535
8479,2025-03-29,user425,DDoS,Medium,Escalated,Singapore,Desktop,SIEM,224
8480,2025-01-25,user184,Malware,Low,Open,Singapore,Desktop,SIEM,637
8481,2025-10-27,user223,Credential Attack,High,Escalated,Germany,Desktop,Endpoint,578
8482,2025-06-30,user203,Credential Attack,Medium,Investigating,UAE,Laptop,Identity Provider,652
8483,2025-01-31,user407,Malware,Low,Open,Germany,Server,Endpoint,127
8484,2025-08-08,user79,Ransomware,Low,Investigating,Singapore,Desktop,Email,249
8485,2025-05-15,user418,Credential Attack,Low,Escalated,USA,Desktop,Email,335
8486,2025-09-07,user159,Ransomware,High,Closed,Netherlands,Mobile,Email,394
8487,2025-09-16,user96,Brute Force,High,Escalated,India,Desktop,Firewall,383
8488,2025-07-25,user159,Insider Threat,High,Closed,USA,Laptop,SIEM,412
8489,2025-11-24,user300,Phishing,Medium,Open,Japan,Mobile,Email,567
8490,2025-10-21,user224,Brute Force,Low,Closed,Australia,Cloud VM,Endpoint,289
8491,2025-07-06,user488,Brute Force,Critical,Escalated,USA,Server,Identity Provider,663
8492,2025-08-06,user106,Credential Attack,Medium,Escalated,USA,Laptop,Identity Provider,693
8493,2025-02-10,user433,Credential Attack,Medium,Closed,USA,Desktop,Endpoint,27
8494,2025-04-27,user456,Data Exfiltration,Medium,Escalated,Netherlands,Server,SIEM,239
8495,2025-01-21,user278,Malware,Medium,Open,Germany,Server,Email,217
8496,2026-01-06,user383,DDoS,Critical,Open,Singapore,Desktop,Web Gateway,629
8497,2025-06-25,user374,Phishing,Low,Investigating,Netherlands,Server,Email,648
8498,2025-02-09,user338,Data Exfiltration,Medium,Closed,Japan,Desktop,Email,71
8499,2025-06-09,user405,Credential Attack,Medium,Escalated,Netherlands,Server,Web Gateway,467
8500,2025-04-30,user100,DDoS,Medium,Escalated,Singapore,Mobile,Web Gateway,136
8501,2025-11-12,user107,Phishing,Critical,Escalated,Germany,Mobile,Email,250
8502,2025-09-16,user491,Brute Force,High,Investigating,Singapore,Server,Endpoint,524
8503,2025-12-06,user175,Phishing,Medium,Closed,Australia,Mobile,Email,294
8504,2025-05-17,user461,Insider Threat,High,Investigating,UK,Cloud VM,Endpoint,381
8505,2025-11-21,user263,Brute Force,Medium,Closed,USA,Laptop,Web Gateway,277
8506,2025-04-30,user439,Phishing,Low,Investigating,UAE,Cloud VM,Identity Provider,275
8507,2026-01-17,user262,Credential Attack,Low,Open,Netherlands,Mobile,Email,553
8508,2025-01-15,user396,Brute Force,Medium,Closed,Japan,Desktop,Identity Provider,609
8509,2025-10-10,user446,Insider Threat,High,Escalated,Singapore,Laptop,Email,263
8510,2025-04-03,user246,Phishing,Medium,Closed,Japan,Mobile,Firewall,303
8511,2026-01-13,user424,DDoS,Medium,Closed,Netherlands,Laptop,Identity Provider,380
8512,2025-04-22,user477,Data Exfiltration,Low,Escalated,USA,Mobile,SIEM,519
8513,2025-01-21,user132,Brute Force,Medium,Open,Australia,Server,Firewall,361
8514,2026-02-08,user68,Ransomware,Medium,Closed,Canada,Cloud VM,Email,298
8515,2025-10-07,user4,Brute Force,Low,Closed,USA,Cloud VM,Web Gateway,212
8516,2025-02-20,user397,Phishing,Low,Escalated,Singapore,Cloud VM,SIEM,620
8517,2026-01-09,user132,Data Exfiltration,Low,Investigating,USA,Mobile,Firewall,515
8518,2025-02-02,user134,Malware,Medium,Escalated,Canada,Laptop,Email,339
8519,2025-07-25,user211,Credential Attack,High,Escalated,UK,Server,SIEM,228
8520,2025-01-17,user93,Insider Threat,Critical,Escalated,Netherlands,Mobile,Firewall,243
8521,2025-06-21,user247,Data Exfiltration,Medium,Escalated,Germany,Mobile,Email,229
8522,2025-03-16,user444,Malware,Low,Closed,Canada,Server,Web Gateway,444
8523,2025-02-12,user184,DDoS,Medium,Investigating,Canada,Laptop,Web Gateway,699
8524,2025-06-28,user34,Data Exfiltration,Medium,Closed,UAE,Mobile,Endpoint,550
8525,2025-10-29,user324,Phishing,Medium,Closed,UAE,Laptop,Email,387
8526,2025-10-31,user215,Phishing,Critical,Closed,Germany,Cloud VM,Web Gateway,25
8527,2025-05-22,user229,Credential Attack,Low,Escalated,UK,Desktop,Firewall,199
8528,2025-12-24,user466,Brute Force,Critical,Open,USA,Mobile,Endpoint,357
8529,2025-10-21,user200,Brute Force,Critical,Investigating,USA,Laptop,Firewall,690
8530,2025-08-15,user227,Brute Force,High,Escalated,Germany,Laptop,Identity Provider,328
8531,2025-11-12,user498,Credential Attack,Medium,Escalated,UK,Mobile,Web Gateway,408
8532,2026-02-04,user57,Malware,Medium,Open,Japan,Desktop,Web Gateway,241
8533,2025-12-18,user367,DDoS,High,Investigating,India,Desktop,SIEM,661
8534,2026-01-01,user421,Phishing,Medium,Closed,Australia,Cloud VM,Identity Provider,560
8535,2026-01-18,user291,Brute Force,Low,Closed,Australia,Server,Email,526
8536,2026-02-11,user162,DDoS,Low,Open,Canada,Cloud VM,Firewall,648
8537,2025-05-09,user473,Ransomware,Medium,Escalated,UAE,Server,SIEM,467
8538,2025-06-11,user117,Data Exfiltration,Medium,Open,Canada,Server,Identity Provider,222
8539,2026-01-22,user303,Ransomware,Medium,Open,Germany,Desktop,SIEM,213
8540,2025-04-07,user412,Ransomware,Critical,Investigating,India,Cloud VM,Email,620
8541,2025-11-22,user154,DDoS,Low,Open,UK,Laptop,Web Gateway,308
8542,2025-03-13,user408,Brute Force,Low,Open,Japan,Desktop,Email,328
8543,2025-09-01,user343,Data Exfiltration,High,Investigating,Canada,Cloud VM,Endpoint,582
8544,2025-08-10,user41,Ransomware,Low,Investigating,UK,Cloud VM,SIEM,33
8545,2025-01-19,user62,Phishing,Medium,Investigating,Singapore,Server,Endpoint,72
8546,2025-11-18,user341,Ransomware,High,Investigating,Singapore,Desktop,Firewall,302
8547,2025-04-23,user237,Data Exfiltration,High,Closed,India,Mobile,SIEM,363
8548,2025-05-14,user188,Data Exfiltration,High,Escalated,UAE,Laptop,Endpoint,455
8549,2025-01-25,user226,Phishing,Low,Open,Japan,Server,Identity Provider,378
8550,2025-09-05,user398,Insider Threat,Low,Closed,Australia,Mobile,Web Gateway,266
8551,2025-12-19,user106,Brute Force,Low,Open,UAE,Laptop,Identity Provider,710
8552,2025-10-12,user180,Data Exfiltration,Medium,Open,UAE,Cloud VM,Email,518
8553,2025-10-14,user250,Insider Threat,Critical,Open,Australia,Cloud VM,Web Gateway,127
8554,2025-09-28,user323,Data Exfiltration,Low,Closed,UAE,Cloud VM,Firewall,63
8555,2025-09-15,user332,Brute Force,Low,Investigating,UAE,Laptop,Firewall,416
8556,2025-04-01,user390,Malware,Low,Open,India,Server,SIEM,76
8557,2026-02-08,user293,DDoS,Low,Investigating,Singapore,Cloud VM,Firewall,610
8558,2025-01-20,user415,Phishing,Low,Escalated,India,Cloud VM,SIEM,69
8559,2025-06-04,user217,Credential Attack,Medium,Open,UK,Mobile,Identity Provider,305
8560,2025-03-30,user112,Brute Force,High,Closed,UAE,Mobile,Endpoint,247
8561,2025-02-26,user371,DDoS,Medium,Open,UK,Mobile,Identity Provider,23
8562,2026-01-18,user190,Data Exfiltration,Critical,Closed,Japan,Desktop,SIEM,402
8563,2025-10-29,user84,Credential Attack,Medium,Open,USA,Desktop,Firewall,149
8564,2025-02-22,user129,Brute Force,Medium,Open,UK,Cloud VM,Web Gateway,408
8565,2025-03-09,user258,Malware,Low,Open,Germany,Laptop,Web Gateway,405
8566,2025-12-19,user267,Insider Threat,Low,Open,Germany,Server,Web Gateway,196
8567,2025-12-11,user220,Credential Attack,Medium,Investigating,UAE,Cloud VM,Web Gateway,547
8568,2025-03-14,user153,Insider Threat,Medium,Open,Japan,Cloud VM,SIEM,551
8569,2025-02-27,user371,Credential Attack,Low,Open,UAE,Desktop,Endpoint,138
8570,2025-10-11,user266,Ransomware,Medium,Closed,Japan,Desktop,Identity Provider,473
8571,2025-06-13,user157,Malware,High,Escalated,India,Server,Firewall,297
8572,2026-02-17,user145,Phishing,High,Investigating,Canada,Mobile,Firewall,365
8573,2025-04-09,user94,DDoS,Critical,Closed,Singapore,Cloud VM,Email,493
8574,2025-01-18,user408,Ransomware,High,Investigating,Japan,Cloud VM,Email,289
8575,2025-12-12,user54,Phishing,Medium,Open,UAE,Cloud VM,SIEM,531
8576,2025-10-17,user216,Brute Force,High,Closed,Singapore,Laptop,Email,287
8577,2026-02-02,user488,Insider Threat,High,Investigating,Australia,Mobile,Web Gateway,293
8578,2025-03-13,user255,Insider Threat,Low,Closed,UAE,Desktop,Endpoint,411
8579,2025-12-19,user295,Insider Threat,Low,Closed,Canada,Server,Firewall,588
8580,2025-09-01,user371,Malware,Low,Closed,Singapore,Cloud VM,Firewall,79
8581,2025-05-29,user333,Credential Attack,Medium,Closed,India,Laptop,Web Gateway,103
8582,2026-02-02,user74,Insider Threat,High,Investigating,Germany,Server,Identity Provider,57
8583,2025-03-10,user308,Brute Force,Critical,Investigating,Germany,Cloud VM,Identity Provider,628
8584,2025-08-30,user12,Data Exfiltration,Medium,Open,USA,Desktop,SIEM,280
8585,2025-10-11,user295,Data Exfiltration,High,Closed,Singapore,Desktop,SIEM,394
8586,2025-11-08,user65,DDoS,Medium,Open,Australia,Cloud VM,Identity Provider,619
8587,2025-11-27,user125,Malware,Medium,Open,Canada,Server,SIEM,628
8588,2025-05-26,user14,Insider Threat,Low,Investigating,USA,Server,Web Gateway,284
8589,2025-11-06,user7,Data Exfiltration,High,Closed,Australia,Mobile,Identity Provider,170
8590,2025-08-25,user6,Data Exfiltration,Low,Investigating,India,Laptop,Web Gateway,106
8591,2025-09-06,user413,Malware,Critical,Investigating,Germany,Mobile,Endpoint,574
8592,2025-02-19,user237,Brute Force,Critical,Investigating,India,Cloud VM,Web Gateway,576
8593,2025-09-26,user160,Brute Force,Medium,Investigating,Germany,Laptop,Identity Provider,125
8594,2025-07-05,user378,DDoS,Low,Open,Singapore,Server,Endpoint,254
8595,2025-12-20,user329,Ransomware,Medium,Closed,Singapore,Mobile,Email,46
8596,2025-10-31,user234,DDoS,High,Escalated,Netherlands,Desktop,Web Gateway,708
8597,2025-12-30,user475,Brute Force,High,Escalated,USA,Cloud VM,Identity Provider,559
8598,2025-10-07,user236,Ransomware,Medium,Closed,India,Mobile,Firewall,715
8599,2025-06-27,user425,Brute Force,High,Escalated,USA,Mobile,Firewall,572
8600,2025-05-10,user52,Credential Attack,High,Open,Japan,Desktop,Endpoint,173
8601,2025-01-12,user209,DDoS,Medium,Open,Singapore,Mobile,SIEM,181
8602,2025-11-12,user499,Credential Attack,Medium,Open,Japan,Server,Identity Provider,89
8603,2026-01-06,user441,Phishing,Low,Closed,Japan,Mobile,Endpoint,528
8604,2025-12-18,user3,Ransomware,Medium,Closed,Netherlands,Laptop,Endpoint,81
8605,2025-06-27,user55,Ransomware,Low,Escalated,Australia,Cloud VM,Email,457
8606,2025-08-25,user90,Ransomware,Low,Closed,Singapore,Desktop,SIEM,548
8607,2025-02-24,user66,Credential Attack,Low,Closed,UK,Server,Endpoint,440
8608,2025-01-25,user21,Malware,Medium,Open,UK,Desktop,Email,496
8609,2025-04-19,user269,Phishing,Critical,Open,UK,Desktop,Email,144
8610,2025-05-16,user321,Credential Attack,High,Escalated,Australia,Desktop,Email,66
8611,2025-02-09,user17,Brute Force,High,Investigating,Australia,Desktop,Email,361
8612,2025-12-27,user27,Phishing,Medium,Open,USA,Cloud VM,Identity Provider,477
